Using /tmp/report_matmul_tvmcuda_1024x3072x512.sqlite for SQL queries.
Running [/usr/local/cuda-11.4/nsight-systems-2021.2.4/target-linux-x64/reports/gputrace.py /tmp/report_matmul_tvmcuda_1024x3072x512.sqlite]... 

Start(sec),Duration(nsec),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem,DymSMem,Bytes,Thru(MB/s),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
0.340277,351519,210,,,,,,,,,,2097152,5965.971,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
0.341154,1278780,217,,,,,,,,,,6291456,4919.889,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
0.345228,318847,227,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.345547,303359,230,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.345852,301727,233,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.346154,303423,236,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.346459,305727,239,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.346765,308799,242,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.347075,341535,245,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.347417,310047,248,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.347728,310271,251,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.348039,307711,254,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.348348,302207,257,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.348651,302271,260,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.348955,313599,263,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.349269,303711,266,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.349574,308510,269,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.349883,319007,272,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.350204,302335,275,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.350507,315903,278,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.350824,309183,281,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.351134,315967,284,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.351451,312191,287,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.351764,303039,290,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.352068,310175,293,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.352379,341279,296,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.352721,307807,299,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.353030,312127,302,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.353343,317054,305,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.353661,303295,308,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.353965,305311,311,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.354272,303295,314,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.354576,300543,317,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.354877,311263,320,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.355190,320031,323,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.355511,303455,326,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.355815,315999,329,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.356132,315999,332,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.356449,318847,335,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.356769,304479,338,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.357074,301279,341,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.357376,301311,344,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.357679,301407,347,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.357981,300319,350,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.358282,303871,353,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.358587,314718,356,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.358903,310591,359,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.359214,306751,362,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.359522,305215,365,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.359828,304287,368,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.360133,301119,371,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.360435,303135,374,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.360739,307871,377,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.361048,306463,380,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.361355,308831,383,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.361665,304511,386,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.361971,319391,389,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.362291,308511,392,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.362600,302911,395,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.362904,312351,398,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.363217,304863,401,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.363523,311615,404,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.363836,304030,407,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.364141,314559,410,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.364456,309215,413,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.364766,305471,416,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.365073,316287,419,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.365390,318719,422,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.365710,309439,425,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.366020,307359,428,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.366328,304607,431,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.366634,305375,434,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.366940,305759,437,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.367247,303647,440,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.367551,306783,443,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.367859,306815,446,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.368167,311455,449,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.368479,309375,452,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.368790,304318,455,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.369095,306463,458,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.369403,309439,461,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.369713,303423,464,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.370017,307487,467,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.370326,312607,470,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.370639,305183,473,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.370945,312319,476,512,1,1,128,1,1,128,10240,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
