Using /tmp/report_matmul_tvmcuda_1024x1024x512.sqlite for SQL queries.
Running [/usr/local/cuda-11.4/nsight-systems-2021.2.4/target-linux-x64/reports/gputrace.py /tmp/report_matmul_tvmcuda_1024x1024x512.sqlite]... 

Start(sec),Duration(nsec),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem,DymSMem,Bytes,Thru(MB/s),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
0.314781,336031,210,,,,,,,,,,2097152,6240.948,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
0.315670,324031,217,,,,,,,,,,2097152,6472.072,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
0.319068,117344,227,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.319186,115167,230,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.319302,115392,233,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.319419,114912,236,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.319534,113823,239,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.319649,115456,242,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.319766,115199,245,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.319882,112544,248,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.319996,114432,251,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.320111,114527,254,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.320227,114528,257,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.320342,116032,260,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.320459,115071,263,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.320575,114368,266,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.320690,115071,269,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.320806,113792,272,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.320921,114944,275,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.321037,114975,278,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.321153,114144,281,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.321268,114783,284,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.321383,116192,287,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.321500,113120,290,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.321615,113695,293,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.321729,114560,296,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.321845,114399,299,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.321960,113440,302,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.322074,114496,305,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.322190,115583,308,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.322306,113408,311,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.322420,113695,314,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.322535,114688,317,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.322650,113952,320,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.322765,115231,323,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.322882,114976,326,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.322998,115103,329,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.323114,113312,332,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.323228,114624,335,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.323343,114143,338,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.323459,113248,341,512,1,1,128,1,1,72,12288,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
