Using /tmp/report_matmul_tvmcuda_512x1024x1024.sqlite for SQL queries.
Running [/usr/local/cuda-11.4/nsight-systems-2021.2.4/target-linux-x64/reports/gputrace.py /tmp/report_matmul_tvmcuda_512x1024x1024.sqlite]... 

Start(sec),Duration(nsec),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem,DymSMem,Bytes,Thru(MB/s),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
0.319051,361886,210,,,,,,,,,,2097152,5795.063,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
0.319952,820285,217,,,,,,,,,,4194304,5113.228,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
0.324712,128351,227,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.324841,129792,230,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.324972,129279,233,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.325102,130880,236,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.325234,128959,239,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.325364,129376,242,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.325494,129056,245,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.325624,128127,248,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.325753,129632,251,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.325884,127967,254,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.326013,128448,257,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.326142,127967,260,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.326271,129024,263,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.326401,129856,266,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.326532,128383,269,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.326661,129984,272,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.326792,128095,275,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.326921,129856,278,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.327051,129151,281,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.327182,127232,284,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.327310,128672,287,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.327439,128127,290,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.327568,130560,293,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.327700,130367,296,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.327831,128608,299,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.327961,129279,302,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.328091,127520,305,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.328219,128416,308,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.328349,128703,311,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.328478,128928,314,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.328608,130079,317,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.328739,128384,320,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.328869,129503,323,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.328999,129216,326,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.329129,129311,329,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.329260,128672,332,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.329389,128352,335,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.329519,129599,338,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.329649,129152,341,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.329779,129087,344,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.329909,127136,347,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.330037,129663,350,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.330168,128224,353,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.330297,128320,356,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.330426,128287,359,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.330555,128288,362,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.330685,128159,365,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.330814,129216,368,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.330944,128319,371,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.331073,129024,374,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.331203,128864,377,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.331332,128639,380,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.331462,127712,383,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.331591,129471,386,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.331721,128512,389,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.331851,129535,392,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.331981,128640,395,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.332111,128960,398,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.332241,127935,401,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.332370,128544,404,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.332499,128735,407,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.332629,129376,410,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.332759,130847,413,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.332891,128768,416,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.333021,128447,419,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.333150,128288,422,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.333279,128576,425,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.333409,129503,428,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.333539,128288,431,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.333668,130175,434,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.333799,130240,437,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.333930,128735,440,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.334060,128832,443,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.334190,128608,446,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.334320,130751,449,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.334451,128544,452,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.334581,128127,455,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.334710,128448,458,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.334840,128831,461,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.334969,128448,464,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.335099,128992,467,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.335229,129055,470,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.335358,128864,473,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.335488,128831,476,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.335618,128480,479,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.335747,129343,482,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.335878,129216,485,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.336008,129599,488,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.336138,128256,491,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.336268,128480,494,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.336397,129503,497,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.336528,129408,500,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.336658,128511,503,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.336787,129120,506,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.336918,127167,509,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.337046,128928,512,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.337175,128640,515,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.337305,128415,518,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.337434,129472,521,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.337565,129023,524,128,1,1,256,1,1,80,32768,0,,,,,Tesla V100-SXM2-16GB (0),1,7,matmul_kernel0
0.337696,169216,526,,,,,,,,,,2097152,12393.343,Device,Pageable,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy DtoH]

